index,category,sub_category,job_title,province,job_company,job_industry,job_finance,job_welfare,job_experience,job_education,job_skills,create_time,scale_lower,scale_high,city,district,street
1862,数据,数据分析师,经营分析专家,浙江,众安科技,大数据,不需要融资,"节日福利,员工旅游,五险一金,年终奖,带薪年假,餐补,定期体检,通讯补贴,零食下午茶,补充医疗保险",3,本科,"数学/统计相关专业,计算机相关专业,经营分析",2024-08-31,500,999,杭州,西湖区,文二路
1867,数据,数据分析师,初级数据产品经理,浙江,源诚科技,计算机软件,未融资,"加班补助,定期体检,有无线网,住房补贴,节日福利,股票期权,保底工资,年终奖,补充医疗保险,带薪年假,意外险,五险一金,零食下午茶,生日福利,团建聚餐,员工旅游",1,本科,"SQL,Python,数学/统计相关专业,金融行业数据相关经验,,",2024-08-31,100,499,杭州,西湖区,文三路
1868,数据,数据分析师,遥感数据工程师,浙江,零重力实验室,智能硬件,B轮,"零食下午茶,免费工装,年终奖,补充医疗保险,五险一金,绩效奖金,带薪年假,定期体检,节日福利,员工宿舍",2,本科,"遥感,gis,arcgis",2024-08-31,100,499,杭州,西湖区,转塘
1870,数据,数据分析师,数据分析师,浙江,中云数科,计算机服务,不需要融资,五险一金,1,本科,"SQL,Python",2024-08-31,100,499,杭州,西湖区,西溪
1871,数据,数据分析师,数据分析专家（上海）,浙江,得物App,电子商务,B轮,"交通补助,节日福利,股票期权,五险一金,生日福利,带薪年假,加班补助,餐补,绩效奖金,零食下午茶,年终奖,定期体检",3,本科,"SQL,数据分析/挖掘经验,电商/零售行业数据相关经验",2024-08-31,1000,9999,杭州,西湖区,西溪
1872,数据,数据分析师,数据分析专员,浙江,杭州万事利丝绸,企业服务,已上市,"团建聚餐,绩效奖金,年终奖,生日福利,节日福利,加班补助,员工旅游,有无线网,法定节假日三薪,住房补贴,高温补贴,通讯补贴,带薪年假,全勤奖,节假日加班费,股票期权,定期体检,五险一金",2,本科,"经济/工商管理相关专业,数据分析/挖掘经验,,",2024-08-31,1000,9999,杭州,钱塘区,下沙
1876,数据,数据分析师,数据主管 (PDM/SAP/BOM),浙江,浙江富特科技,汽车零部件,D轮及以上,"五险一金,定期体检,餐补,全勤奖,年终奖,带薪年假,零食下午茶,节日福利,加班补助",2,本科,"SAP,PDM,BOM",2024-08-31,1000,9999,杭州,西湖区,西溪
1877,数据,数据分析师,数据分析师,浙江,瑞仪集团,家政服务,未融资,"住房补贴,餐补,底薪加提成,有无线网,带薪年假,节日福利,包住,全勤奖,免费工装,员工旅游,五险一金,保底工资,宿舍有空调,团建聚餐,绩效奖金,生日福利,意外险",2,本科,"SQL,数学/统计相关专业,数据分析/挖掘经验,",2024-08-31,100,499,杭州,萧山区,西兴
1878,数据,数据分析师,电商数据分析师,浙江,杭州源飞,宠物服务,不需要融资,"带薪年假,绩效奖金,零食下午茶,五险一金,员工旅游,年终奖,节日福利,底薪加提成,全勤奖,生日福利,团建聚餐",2,本科,"Python,数学/统计相关专业,数据分析/挖掘经验,",2024-08-31,20,99,杭州,滨江区,长河
1880,数据,数据分析师,电商数据分析师,浙江,韦博领创,电子商务,不需要融资,"零食下午茶,绩效奖金,带薪年假,员工旅游,补充医疗保险,生日福利,节日福利,定期体检,带薪婚假10天,夜班补助,入职体检,五险一金,团建聚餐,带薪病假,婚假,全勤奖,年终奖,带薪年假,加班补助",2,本科,"Python,Tableau,Power BI,数据分析/挖掘经验,",2024-08-31,100,499,杭州,余杭区,仓前
1883,数据,数据分析师,资深bi数据分析师,浙江,杭州领越品牌管理,服装/纺织,不需要融资,"五险一金,通讯补贴,带薪年假,全勤奖,绩效奖金,生日福利,年终奖,节日福利,零食下午茶,团建聚餐,员工旅游,法定节假日三薪,有无线网,底薪加提成,交通补助,餐补,节假日加班费,保底工资",2,本科,数学/统计相关专业,2024-08-31,100,499,杭州,上城区,乔司
1884,数据,数据分析师,直播安全数据产品经理,浙江,网易云音乐,社交网络与媒体,B轮,"五险一金,包吃,免费班车,员工旅游,定期体检,节日福利",2,本科,"机器学习建模经验,风控相关经验,Hive,数据分析/挖掘经验,,,",2024-08-31,500,999,杭州,滨江区,长河
1888,数据,数据分析师,策略咨询顾问,浙江,杭州壹网壹创,电子商务,已上市,"零食下午茶,节日福利,住房补贴,带薪年假,年终奖,餐补,超值内购,五险一金,股票期权,员工旅游",1,本科,"SQL,Python,数据分析/挖掘经验,机器学习建模经验,,",2024-08-31,1000,9999,杭州,钱塘区,和达东东城
1889,数据,数据分析师,贷后数据分析师,浙江,万村联网,互联网金融,未融资,"生日福利,年终奖,定期体检,团建聚餐,员工旅游,节日福利,五险一金,带薪年假,零食下午茶",1,本科,"SQL,Python,Tableau",2024-08-31,1000,9999,杭州,临平区,临平
1891,数据,数据开发,数据及应用开发方向 – 数据工程师,浙江,DetVista,计算机软件,天使轮,"五险一金,带薪年假,员工旅游",1,本科,"SQL,计算机相关专业,数仓建设经验,ETL开发经验",2024-08-31,20,99,杭州,滨江区,长河
1897,数据,数据开发,资深数据研发工程师（北京/杭州）,浙江,滴滴,移动互联网,D轮及以上,"补充医疗保险,定期体检,五险一金",2,本科,"Flink,Spark,Hive,大数据开发经验,计算机相关专业,",2024-08-31,1000,9999,杭州,西湖区,西溪
1898,数据,数据开发,高级大数据开发工程师,浙江,智行合一,企业服务,天使轮,"团建聚餐,股票期权,年终奖,五险一金",3,本科,"Hbase,Flink,SQL,大数据开发经验,数仓建设经验,",2024-08-31,100,499,杭州,余杭区,仓前
1899,数据,数据开发,广告平台后端,浙江,杭州智嵌未来科技,广告营销,天使轮,"高温补贴,年终奖,团建聚餐,生日福利,绩效奖金,零食下午茶,带薪年假,股票期权,底薪加提成,交通补助,节日福利,保底工资,五险一金",2,本科,"SQL,Java,C++,大数据开发经验,数仓建设经验,",2024-08-31,20,99,杭州,余杭区,仓前
1901,数据,数据开发,大模型数据工程师,浙江,箴理科技,人工智能,天使轮,"底薪加提成,绩效奖金,年终奖,五险一金",1,本科,"Python,Spark,计算机相关专业,数学/统计相关专业",2024-08-31,20,99,杭州,西湖区,西溪
1906,数据,数据开发,数据实习生,浙江,数芯,计算机软件,不需要融资,"五险一金,团建聚餐,餐补,带薪年假,员工旅游,高温补贴,节日福利,年终奖",0,9个月,"国内院校优先,Java,Python,C++,大数据开发经验",2024-08-31,20,99,杭州,拱墅区,拱宸桥
1907,数据,数据开发,高级数据开发工程师,浙江,鸿程系统,互联网,不需要融资,"年终奖,定期体检,生日福利,带薪年假,高温补贴,节日福利,员工旅游,通讯补贴,五险一金",3,本科,"Hive,Spark,SQL",2024-08-31,500,999,杭州,余杭区,五常
1909,数据,数据开发,大数据开发,浙江,布谷蓝途,计算机软件,A轮,"定期团建,零食下午茶,五险一金,节日福利,带薪年假",1,本科,"大数据开发经验,计算机相关专业",2024-08-31,20,99,杭州,余杭区,仓前
1910,数据,数据开发,高级数据开发工程师,浙江,掌上大学,互联网,A轮,"五险一金,生日福利,带薪年假,团建聚餐,绩效奖金,零食下午茶,员工旅游,股票期权,节日福利",3,本科,"实时,算法",2024-08-31,100,499,杭州,滨江区,长河
1911,数据,数据开发,大数据开发/项目稳定 双休 拒绝996,浙江,赢时胜,计算机软件,已上市,"节日福利,加班补助,股票期权,交通补助,政府人才房,五险一金,餐补,带薪年假,年终奖,员工旅游,通讯补贴",2,本科,"Java,Spark,SQL,大数据开发经验,计算机相关专业",2024-08-31,1000,9999,杭州,西湖区,高新文教区
1913,数据,数据开发,大数据开发（外资道富岗）,浙江,网新恒天软件,计算机软件,未融资,"年终奖,免费班车,补充医疗保险,节日福利,定期体检,带薪年假,五险一金,餐补",1,本科,"Spark,计算机相关专业",2024-08-31,1000,9999,杭州,西湖区,高新文教区
1916,数据,数据开发,数据研发工程师,浙江,招银网络科技,计算机软件,不需要融资,"带薪年假,年终奖,通讯补贴,节日福利,餐补,补充医疗保险,住房补贴,定期体检,五险一金",2,本科,"SQL,Java",2024-08-31,1000,9999,杭州,滨江区,长河
1929,数据,数据仓库,数据仓库（远程办公）,浙江,吉特博通科技,互联网,不需要融资,"员工旅游,补充医疗保险,年终奖,五险一金,生日福利,团建聚餐,带薪年假,夜班补助,定期体检,节日福利,全勤奖,零食下午茶",2,本科,远程办公,2024-08-31,100,499,杭州,余杭区,仓前
1932,数据,数据仓库,数仓工程师,浙江,珀莱雅,生活服务(O2O),已上市,"生日福利,员工旅游,通讯补贴,高温补贴,餐补,零食下午茶,团建聚餐,节日福利,定期体检,五险一金,带薪年假,年终奖,加班补助",1,本科,"Python,Java,SQL,电商/零售行业数据相关经验,",2024-08-31,1000,9999,杭州,西湖区,古荡
1933,数据,数据仓库,菜鸟-数据研发-国际数据,浙江,阿里菜鸟网络,互联网,D轮及以上,"节日福利,带薪年假,股票期权,零食下午茶,交通补助,员工旅游,包吃,年终奖,补充医疗保险,免费班车,五险一金,定期体检,餐补",2,本科,"SQL,数仓设计/开发经验,计算机相关专业,",2024-08-31,1000,9999,杭州,余杭区,老余杭
1934,数据,数据仓库,数仓开发,浙江,艾麦物流,物流/仓储,B轮,"零食下午茶,加班补助,生日福利,带薪年假,团建聚餐",2,本科,"Hive,Spark,数仓设计/开发经验",2024-08-31,1000,9999,杭州,余杭区,仓前
1939,数据,数据仓库,高级数仓工程师,浙江,哈杜科技,互联网,B轮,"员工旅游,年终奖,团建聚餐,零食下午茶,定期体检,股票期权,五险一金,带薪年假,生日福利,节日福利",3,本科,"SQL,Python,Java,数仓设计/开发经验,ETL设计/开发经验,,",2024-08-31,100,499,杭州,萧山区,钱江世纪城
1940,数据,数据仓库,高级大数据开发工程师,浙江,浙江华为,通信/网络设备,不需要融资,"五险一金,补充医疗保险,中长期激励,定期体检,带薪年假,通讯补贴,节日福利,年终奖,全额公积金",3,本科,"数据仓库,财务",2024-08-31,1000,9999,杭州,滨江区,浦沿
1945,数据,数据仓库,数据研发(J10821),浙江,谦寻,电子商务,A轮,"零食下午茶,五险一金,节日福利,补充医疗保险,年终奖,高温补贴,定期体检,生日福利,餐补,带薪年假,交通补助,员工团建",2,本科,"SQL,Python,Java,数学/统计相关专业,计算机相关专业,",2024-08-31,1000,9999,杭州,滨江区,长河
1946,数据,数据仓库,数仓工程师,浙江,玩心不止,游戏,不需要融资,"员工旅游,带薪年假,五险一金,零食下午茶,定期体检,年终奖,补充医疗保险,全勤奖,节日福利,交通补助,餐补,包吃",2,本科,"计算机相关专业,数仓设计/开发经验,数据建模经验",2024-08-31,500,999,杭州,余杭区,五常
1954,数据,ETL工程师,ETL开发工程师（有监管报送经验）-杭州,浙江,宇信科技,计算机软件,已上市,"节日福利,通讯补贴,五险一金,带薪年假,年终奖,定期体检,团建聚餐,补充医疗保险",2,本科,"MySQL/Oracle/DB2,ETL设计/开发经验",2024-08-31,1000,9999,杭州,拱墅区,上塘
1955,数据,ETL工程师,数据治理工程师（医疗ETL）,浙江,古珀科技,医疗健康,不需要融资,"带薪年假,年终奖,法定节假日三薪,通讯补贴,加班补助,交通补助,五险一金,节日福利,团建聚餐,高温补贴,生日福利,节假日加班费,员工旅游,零食下午茶,餐补",2,大专,"医疗数据治理,数据清洗,SQL",2024-08-31,100,499,杭州,萧山区,北干
1957,数据,ETL工程师,ETL开发工程师（医疗数据）,浙江,云海链,互联网,不需要融资,"住房补贴,带薪年假,补充医疗保险,五险一金,免费班车,年终奖,节日福利,高温补贴,生日福利,员工旅游,定期体检,餐补",3,本科,"MySQL/Oracle/DB2,Hive",2024-08-31,100,499,杭州,滨江区,长河
1958,数据,ETL工程师,ETL工程师/讲师,浙江,盛诚,互联网,未融资,"工龄奖,绩效奖金,年终奖,加班补助,全勤奖",2,本科,"Shell,Hive,Flink,大数据开发经验,金融行业数据相关经验,",2024-08-31,100,499,杭州,钱塘区,和达东东城
1960,数据,ETL工程师,ETL工程师（杭州）,浙江,先进数通,计算机软件,已上市,"节日福利,餐补,带薪年假,定期体检,五险一金,结婚礼金,生日礼金",2,本科,"Kettle/Informatica,MySQL/Oracle/DB2,ETL设计/开发经验,,,",2024-08-31,1000,9999,杭州,上城区,南星
1961,数据,ETL工程师,数据库管理及报表开发工程师,浙江,颖通科技DCC,咨询,未融资,"团建聚餐,项目奖金,五险一金,带薪年假,定期体检,夜班补助,绩效奖金,节日福利,保底工资",2,本科,"MySQL/Oracle/DB2,数据库管理,帆软资深认证",2024-08-31,20,99,杭州,萧山区,奥体中心
1964,数据,ETL工程师,数据处理工程师,浙江,成功软件,计算机软件,不需要融资,"节假日加班费,节日福利,生日福利,餐补,加班补助,法定节假日三薪,团建聚餐,年终奖,带薪年假,五险一金",1,本科,"MySQL/Oracle/DB2,kettle",2024-08-31,100,499,杭州,西湖区,三墩
1967,数据,ETL工程师,ETL工程师,浙江,乐柠科技,互联网,未融资,"带薪年假,五险一金,定期体检,节日福利,零食下午茶,员工旅游",2,本科,"MySQL/Oracle/DB2,Flink,Kettle/Informatica,,,",2024-08-31,20,99,杭州,滨江区,长河
1968,数据,ETL工程师,大数据开发,浙江,赢时胜,计算机软件,已上市,"五险一金,年终奖,加班补助,餐补,带薪年假,员工旅游,股票期权,政府人才房,节日福利,交通补助,通讯补贴",2,本科,"SQL,Perl,Hadoop,MapReduce",2024-08-31,1000,9999,杭州,西湖区,高新文教区
1969,数据,ETL工程师,数据集成实施工程师/ETL实施工程师,浙江,迪思杰(北京)数...,计算机软件,未融资,"通讯补贴,定期体检,年终奖,股票期权,五险一金,员工旅游,零食下午茶,餐补,带薪年假",2,本科,"Shell,MySQL/Oracle/DB2,Flink,ETL设计/开发经验,,,,,",2024-08-31,100,499,杭州,萧山区,西兴
1971,数据,ETL工程师,中级ETL开发工程师,浙江,鸿程系统,互联网,不需要融资,"生日福利,通讯补贴,高温补贴,带薪年假,五险一金,员工旅游,年终奖,定期体检,节日福利",2,本科,"SQL,Oracle,MySQL,Spark,大数据",2024-08-31,500,999,杭州,余杭区,五常
1974,数据,ETL工程师,大数据开发工程师,浙江,聚水潭,电子商务,C轮,"五险一金,年终奖,员工旅游,餐补,带薪年假,贴心关怀,通讯补贴,零食下午茶,定期体检,股票期权,节日福利,交通补助",3,本科,"Java,Storm,Hadoop,Spark,Flink,SQL",2024-08-31,1000,9999,杭州,余杭区,仓前
1978,数据,ETL工程师,高级etl开发工程师,浙江,每日互动,互联网,已上市,"五险一金,餐补,通讯补贴,年终奖,带薪年假,节日福利,员工旅游,交通补助,零食下午茶,定期体检,包吃,股票期权",3,本科,"Hive,Spark,Flink",2024-08-31,500,999,杭州,西湖区,西溪
1982,数据,数据架构师,架构专家 （数据架构方向）,浙江,易企银,互联网,不需要融资,"节日福利,带薪年假,免费工装,定期体检,五险一金,生日福利,餐补,高温补贴,补充医疗保险,年终奖",3,本科,"大数据平台架构经验,金融行业数据相关经验",2024-08-31,1000,9999,杭州,萧山区,钱江世纪城
1983,数据,数据架构师,数据算法专家,浙江,华宸杰科技,互联网,未融资,"全勤奖,团建聚餐,有无线网,加班补助,零食下午茶,带薪年假,节日福利,员工旅游,绩效奖金,五险一金,底薪加提成,保底工资",3,本科,"Java,Python,数学/统计相关专业",2024-08-31,20,99,杭州,滨江区,滨江宝龙城
1986,数据,数据架构师,数据信息负责人,浙江,金龙集团,其他行业,不需要融资,"法定节假日三薪,高温补贴,带薪年假,员工旅游,节假日加班费,定期体检,夜班补助,零食下午茶,餐补,节日福利,生日福利,五险一金,年终奖,底薪加提成,交通补助,绩效奖金",3,本科,"Java,数字化系统开发经验,Power BI,大数据平台架构经验,,,,,",2024-08-31,100,499,杭州,上城区,秋涛路沿线
1988,数据,数据架构师,大数据负责人,浙江,浙江连信科技有限公司,互联网,不需要融资,"员工旅游,带薪年假,通讯补贴,餐补,五险一金,零食下午茶,股票期权,交通补助,节日福利,年终奖,加班补助,定期体检,高温补贴",4,本科,"大数据,模型",2024-08-31,100,499,杭州,滨江区,星耀城
1994,数据,数据架构师,大数据技术架构师,浙江,杭州致成电子科技...,互联网,A轮,"员工旅游,节日福利,通讯补贴,定期体检,年终奖,带薪年假,五险一金",3,本科,"Kafka,Hive,Spark,大数据平台架构经验,大数据处理经验,",2024-08-31,500,999,杭州,滨江区,长河
1997,数据,数据架构师,数据架构师（双语）,浙江,奇点云,大数据,C轮,"股票期权,年终奖,五险一金,定期体检,带薪年假,零食下午茶,节日福利",3,本科,"SQL,Python,Hive,大数据平台架构经验,数仓建设经验,",2024-08-31,100,499,杭州,余杭区,仓前
2003,数据,数据架构师,数据架构师,浙江,赛银,房地产开发经营,不需要融资,"五险一金,高温补贴,生日福利,有无线网,员工公寓,餐补,加班补助,节假日加班费,节日福利,团建聚餐,免费工装,免费停车,年终奖,法定节假日三薪,带薪年假,通讯补贴,定期体检",2,本科,"大数据平台架构经验,大数据处理经验,数仓建设经验",2024-08-31,20,99,杭州,余杭区,未来科技城
2004,数据,数据架构师,数据治理架构师,浙江,古珀科技,医疗健康,不需要融资,"餐补,通讯补贴,交通补助,生日福利,高温补贴,法定节假日三薪,年终奖,带薪年假,节日福利,五险一金,零食下午茶,员工旅游,加班补助,节假日加班费,团建聚餐",3,本科,"区域医疗大数据,医疗数据治理,医疗数据治理技术",2024-08-31,100,499,杭州,萧山区,北干
2006,数据,数据架构师,大数据架构师,浙江,gad建筑设计,建筑设计,未融资,"五险一金,带薪年假,年终奖,定期体检,节日福利,员工旅游",3,本科,"大数据平台架构经验,大数据处理经验",2024-08-31,1000,9999,杭州,西湖区,黄龙
2007,数据,数据架构师,大数据架构师,浙江,秦歌科技,通信/网络设备,未融资,"年终奖,工龄奖,交通补助,绩效奖金,生日福利,定期体检,带薪年假,团建聚餐,住房补贴,通讯补贴,餐补,五险一金,节日福利,员工旅游",3,本科,"数据开发,数据治理,分布式技术,Elasticsearch,Spark,,",2024-08-31,20,99,杭州,余杭区,五常
2008,数据,数据架构师,数据架构师,浙江,浙江公众信息产业,通信/网络设备,不需要融资,"通讯补贴,五险一金,住房补贴,加班补助,节日福利,高温补贴,补充医疗保险,年终奖,餐补,带薪年假,定期体检,员工旅游,交通补助,生日福利",3,本科,"Spark,大数据平台架构经验,计算机相关专业",2024-08-31,500,999,杭州,余杭区,西溪
2011,数据,爬虫工程师,爬虫工程师,浙江,天齐国际贸易,进出口贸易,未融资,"保底工资,高温补贴,节日福利,底薪加提成,员工旅游,定期体检,绩效奖金,零食下午茶,全勤奖,工龄奖,团建聚餐,带薪年假,宿舍,年终奖,加班补助,生日福利,五险一金",0,本科,"python,数据爬虫,跨境电商",2024-08-31,100,499,杭州,西湖区,西溪
2012,数据,爬虫工程师,数据采集,浙江,奥创光年,互联网,不需要融资,"股票期权,年终奖,节假日加班费,餐补,带薪年假,定期体检,五险一金",2,大专,"python,go",2024-08-31,100,499,杭州,西湖区,西溪
2013,数据,爬虫工程师,高级Python爬虫工程师,浙江,杭州斑头雁智能科技,计算机软件,A轮,"员工旅游,定期体检,生日福利,法定节假日三薪,团建聚餐,五险一金,带薪年假,节假日加班费,零食下午茶,年终奖,股票期权,节日福利",2,本科,"爬虫,Python",2024-08-31,20,99,杭州,余杭区,五常
2015,数据,爬虫工程师,爬虫工程师,浙江,源诚科技,计算机软件,未融资,"意外险,五险一金,团建聚餐,有无线网,带薪年假,住房补贴,加班补助,定期体检,节日福利,股票期权,保底工资,零食下午茶,年终奖,补充医疗保险,生日福利,员工旅游",1,本科,python,2024-08-31,100,499,杭州,西湖区,文三路
2016,数据,爬虫工程师,爬虫工程师,浙江,有数,互联网,A轮,"员工周年礼物,节日福利,团建聚餐,零食下午茶,带薪年假,定期体检,意外险,五险一金",0,6个月,"网络爬虫技术,分布式技术,Scrapy,Pyspider,MySQL,",2024-08-31,100,499,杭州,西湖区,高新文教区
2018,数据,爬虫工程师,爬虫工程师,浙江,乒乓智能技术有限公司,互联网金融,D轮及以上,"年终奖,定期体检,五险一金,零食下午茶,节日福利,带薪年假",3,本科,"javascript,html、css,mysql、mongo,redis、kafka,linux",2024-08-31,1000,9999,杭州,滨江区,长河
2019,数据,爬虫工程师,python爬虫开发工程师,浙江,百保,计算机软件,A轮,"节日福利,员工旅游,五险一金,带薪年假,股票期权,年终奖",2,大专,"网络爬虫技术,MongoDB,Python",2024-08-31,20,99,杭州,余杭区,仓前
2020,数据,爬虫工程师,高级爬虫工程师,浙江,海南琥信网络科技...,计算机软件,天使轮,"意外险,五险一金,定期体检,年终奖,保底工资,补充医疗保险",3,本科,领英,2024-08-31,20,99,杭州,余杭区,仓前
2021,数据,爬虫工程师,高级爬虫工程师 Python,浙江,杭州出海罗盘网络科技,企业服务,天使轮,"节日福利,团建聚餐,股票期权,生日福利,通讯补贴,交通补助",2,本科,"Python,MongoDB",2024-08-31,20,99,杭州,余杭区,五常
2022,数据,爬虫工程师,高级python爬虫工程师,浙江,蓝象科技,互联网,B轮,"法定节假日三薪,团建聚餐,包吃,年终奖,股票期权,保底工资,五险一金,零食下午茶,带薪年假,定期体检",3,本科,爬虫,2024-08-31,100,499,杭州,余杭区,西溪
2025,数据,爬虫工程师,爬虫开发工程师,浙江,舆途,计算机软件,未融资,"节日福利,团建聚餐,员工旅游,餐补,定期体检,带薪年假,五险一金",0,4个月,python,2024-08-31,20,99,杭州,西湖区,西溪
2026,数据,爬虫工程师,资深爬虫工程师,浙江,杭州魅力,互联网,未融资,"年终奖,股票期权,节日福利,入职缴纳五险,带薪年假,员工旅游",1,本科,安卓逆向 脱壳,2024-08-31,100,499,杭州,西湖区,三墩
2028,数据,爬虫工程师,高级爬虫工程师,浙江,大箴科技,互联网,不需要融资,"节日福利,股票期权,定期体检,年终奖,零食下午茶,带薪年假,餐补,五险一金",2,本科,"小红书,抖音",2024-08-31,100,499,杭州,拱墅区,万达广场
2035,数据,爬虫工程师,高级数据采集工程师,浙江,西湖心辰,互联网,B轮,"团建聚餐,五险一金,加班补助,零食下午茶,带薪年假,定期体检,股票期权,年终奖,节日福利",3,本科,"Scrapy,APP逆向,Python",2024-08-31,100,499,杭州,西湖区,三墩
2039,数据,爬虫工程师,初级爬虫工程师,浙江,灰豚科技,互联网,A轮,"全勤奖,定期体检,五险一金,员工旅游,节日福利,带薪年假,股票期权,年终奖,团建聚餐,零食下午茶",0,本科,"爬虫,selenium,scrapy",2024-08-31,100,499,杭州,西湖区,西溪
2040,数据,数据采集,互联网监测专员【双休13薪】,浙江,杭州笋尖,移动互联网,不需要融资,"零食下午茶,加班补助,年终奖,全勤奖,补充医疗保险,餐补,住房补贴,节日福利,五险一金",1,本科,监测专员,2024-08-31,100,499,杭州,上城区,望江
2041,数据,数据采集,数据采集开发工程师,浙江,上海丽知,日化,B轮,"高温补贴,员工旅游,餐补,包吃,零食下午茶,定期体检,带薪年假,生日福利,节日福利,五险一金,年终奖",2,大专,"爬虫工程师,Python,计算机相关专业,爬虫开发经验,",2024-08-31,100,499,杭州,上城区,九堡
2043,数据,数据采集,信息搜集员,浙江,汇医达科技,新闻/出版,不需要融资,"节日福利,五险一金,全勤奖,餐补,带薪年假,生日福利",0,3个月,"数据搜集,数据整理,数据分析",2024-08-31,20,99,杭州,滨江区,长河
2045,数据,数据采集,数据实施专家,浙江,古珀科技,医疗健康,不需要融资,"团建聚餐,高温补贴,法定节假日三薪,员工旅游,年终奖,带薪年假,零食下午茶,餐补,生日福利,交通补助,节日福利,加班补助,五险一金,通讯补贴,节假日加班费",3,大专,"HIS,数据采集,数据同步",2024-08-31,100,499,杭州,萧山区,北干
2046,数据,数据采集,数据采集员,浙江,CTIT,计算机软件,未融资,五险一金,1,大专,"爬虫工程师,爬虫开发经验",2024-08-31,0,20,杭州,余杭区,老余杭
2047,数据,数据采集,高级逆向工程师,浙江,光年数据,计算机服务,天使轮,"员工旅游,五险一金,定期体检,零食下午茶,股票期权,年终奖,补充医疗保险,餐补,带薪年假",3,大专,"frida,Unidbg,mitmproxy",2024-08-31,20,99,杭州,西湖区,西溪
2048,数据,数据采集,数据维护工程师,浙江,衡泰技术,计算机软件,B轮,"餐补,员工旅游,五险一金,带薪年假,零食下午茶,年终奖,节日福利,定期体检",1,本科,数据采集、数据处理,2024-08-31,1000,9999,杭州,西湖区,黄龙
2049,数据,数据采集,信息采集员+兼职/周结+杭州主城区,浙江,新餐创科技有限公司,餐饮,不需要融资,"节日福利,员工旅游,带薪年假,全勤奖,五险一金",0,大专,"接受兼职,选址前数据采集,餐饮,兼职",2024-08-31,100,499,杭州,钱塘区,金沙湖
2050,数据,数据采集,数据采集实习生,浙江,由由科技,计算机软件,天使轮,"加班补助,节日福利,带薪年假,股票期权,员工旅游,五险一金,零食下午茶,定期体检,年终奖",0,2个月,"接受兼职,AI,暑期,图片采集",2024-08-31,20,99,杭州,余杭区,勾庄
2052,数据,数据采集,人工智能标注员（实习生150元/天双休）,浙江,蛙云科技,互联网,不需要融资,"员工旅游,年终奖,五险一金",0,1个月,实习生,2024-08-31,100,499,杭州,滨江区,长河
2053,数据,数据采集,数据录入,浙江,同花顺,互联网,已上市,"五险一金,零食下午茶,年终奖,节日福利,交通补助,免费班车,股票期权,包吃,定期体检,带薪年假",0,本科,"数据采集,金融方向,接受零经验",2024-08-31,1000,9999,杭州,余杭区,五常
2056,数据,数据采集,数据采集工程师,浙江,元贝贝科技有限公司,大数据,A轮,"年终奖,节日福利,股票期权,五险一金,团建聚餐,带薪年假,零食下午茶",0,大专,"接受兼职,数据采集,数据处理",2024-08-31,20,99,杭州,滨江区,星光大道
2057,数据,数据采集,数据标注专员,浙江,源诚科技,计算机软件,未融资,"保底工资,加班补助,定期体检,团建聚餐,股票期权,生日福利,节日福利,意外险,带薪年假,零食下午茶,补充医疗保险,住房补贴,员工旅游,五险一金,有无线网,年终奖",0,本科,"文本标注,数据采集",2024-08-31,100,499,杭州,西湖区,文三路
2060,数据,数据采集,高级数据采集工程师,浙江,易联视界,企业服务,不需要融资,"年终奖,节日福利,带薪年假,员工旅游,保底工资,绩效奖金,定期体检,股票期权,零食下午茶,底薪加提成,团建聚餐,五险一金",2,本科,"爬虫工程师,爬虫开发经验,数据处理经验",2024-08-31,20,99,杭州,西湖区,文二路
2064,数据,数据采集,PH工程师,浙江,微风企科技,大数据,A轮,"团建聚餐,加班补助,年终奖,工龄奖,节日福利,免费班车,员工旅游,底薪加提成,零食下午茶,股票期权,定期体检,带薪年假,生日福利,交通补助,有无线网,绩效奖金,五险一金",1,本科,"爬虫工程师,爬虫开发经验,计算机相关专业,Python",2024-08-31,100,499,杭州,西湖区,西溪
2066,数据,数据采集,爬虫工程师,浙江,亚古,分类信息,未融资,"员工旅游,餐补,带薪年假,定期体检,年终奖,加班补助,五险一金",3,本科,"爬虫工程师,Python,Scrapy,XPath/CSS,爬虫开发经验,,,,",2024-08-31,20,99,杭州,余杭区,仓前
2067,数据,数据采集,数据采集专家,浙江,小数汇智,互联网,天使轮,"年终奖,股票期权,意外险,团建聚餐,定期体检,零食下午茶,有无线网,节日福利,生日福利,员工旅游,带薪年假,五险一金",3,本科,"爬虫工程师,Python,Java,反爬策略和实践经验,,",2024-08-31,20,99,杭州,余杭区,仓前
2068,数据,数据采集,高级逆向工程师,浙江,杭州蜜鹞媒体有限公司,大数据,A轮,"年终奖,带薪年假,五险一金,员工旅游,餐补",0,大专,"爬虫工程师,Python,C#,爬虫开发经验,接受兼职,微信,,",2024-08-31,20,99,杭州,西湖区,西湖
2069,数据,数据采集,数据采集实习生,浙江,恒脉微电子,医疗器械,A轮,"夜班补助,节日福利,零食下午茶,免费工装,五险一金,员工旅游,绩效奖金,带薪年假,股票期权,团建聚餐,年终奖",0,2个月,"血压数据采集,水银血压计数据收集,血压手表数据收集",2024-08-31,20,99,杭州,上城区,天城路沿线
